,headline,current_price,clean_fee,service_fee,occupancy_fee,guest,bedroom,beds,baths,enhanced_clean,self_checkin,rating,review_number,rating_cleanliness,rating_accuracy,rating_communication,rating_location,rating_check_in,rating_value,cancel_policy,cancel_policy_code,location_approx,location_code,type,type_code,amenity_number,free_P_on_property,private_entrance,pets,kitchen,security_camera,co_alarm,scenic_number,host_join_year,host_review,identity_veified,superhost,response_rate,response_time,res_time_code,additional_language
2846,HOT LANTA Inner City Luxury Condo Decent and Comfy,97,65,36,54,5,1,4,1,1,1,4.5,130,4.6,4.8,4.7,4.7,4.8,4.6,1 day before check in,5,Atlanta,0,entire home,1,47,0,1,0,1,1,1,0,2016,134,1,0,100,within an hour,1,0
2847,Beltline Living at it's Best!,97,100,41,60,4,1,1,1,1,1,5,3,5,5,5,5,5,5,1 day before check in,5,Atlanta,0,entire home,1,25,1,0,1,1,0,1,0,2009,3,1,0,100,within an hour,1,0
2848,New Candler Park upscale suite-walk everywhere!,119,60,42,60,2,1,1,1,1,1,5,6,5,5,5,4.8,5,5,30 days before check in,2,Atlanta,0,entire home,1,51,1,1,1,1,0,1,0,2015,241,0,1,100,within an hour,1,0
2849,"Charming Studio, Best View in Midtown!",105,99,43,62,3,1,1,1,1,1,4.83,78,4.9,4.9,4.9,5,5,4.7,48 hours after booking,1,Atlanta,0,entire home,1,38,1,0,0,1,1,1,0,2016,352,1,1,100,within an hour,1,1
2850,Cheerful & Cozy 2 Bedroom Urban Dwelling,124,50,42,60,5,2,2,1,1,0,5,3,4.7,4.3,5,5,5,4.7,30 days before check in,2,Atlanta,0,entire home,1,49,1,1,1,1,0,1,1,2015,3,1,0,100,within an hour,1,0
2851,Piedmont Park Cottage Oasis,150,100,56,78,4,2,2,1,1,1,4.97,186,5,5,5,5,5,4.9,5 days before check in,4,Atlanta,0,entire home,1,35,1,1,1,1,0,1,0,2015,186,1,1,100,within an hour,1,0
2852,Cozy Home Near Downtown with Hot Tub,98,65,37,51,2,1,1,1,1,1,4.78,155,4.8,4.9,4.9,4.8,4.9,4.8,30 days before check in,2,Atlanta,0,entire home,1,44,1,1,0,1,1,1,1,2014,1786,1,1,100,within an hour,1,0
2853,Charming Home With an Outdoor Oasis in WestMidtown,136,67.5,39.67,39.5,4,2,2,1,1,1,4.86,93,4.9,5,4.9,4.9,5,4.8,48 hours after booking,1,Atlanta,0,entire home,1,38,1,1,1,1,1,1,0,2018,124,1,1,100,within a few hours,2,0
2854,Explore Downtown Atlanta from a Refined Apartment,99,66.58,48.67,34.62,4,1,1,1,1,0,4.85,122,4.9,4.9,4.9,4.9,4.9,4.8,no free cancel,0,Atlanta,0,entire home,1,19,1,0,0,1,1,1,0,2018,155,1,1,100,within an hour,1,0
2855,Entire Condo • Downtown / Spring St.,135,0,38,0,2,1,1,1,1,0,4.63,8,4.9,4.8,4.9,4.9,4.4,4.8,5 days before check in,4,Atlanta,0,entire home,1,35,0,0,0,1,0,0,1,2019,8,1,0,100,within an hour,1,0
2856,The Loft ATL•2bd/2ba•Walking distance to entertainment,190,80.5,70.67,47.12,5,2,2,2,1,1,5,13,5,5,5,5,4.9,4.9,1 day before check in,5,Atlanta,0,entire home,1,47,0,0,0,1,1,1,0,2020,71,1,1,100,within an hour,1,0
2857,Cozy 2 bdrm walking distance to Emory University,159,50,52,69,4,2,2,1,1,1,4.89,9,4.9,4.9,5,4.9,4.8,4.9,5 days before check in,4,Atlanta,0,entire home,1,48,1,0,0,1,0,0,0,2015,128,1,1,100,within an hour,1,0
2858,Downtown Atlanta Walk to Everything! Sanitized!,136,65.83,43,50.12,2,1,1,1,1,1,4.91,149,4.9,5,5,4.9,5,4.9,no free cancel,0,Atlanta,0,entire home,1,51,1,1,0,1,1,0,0,2017,211,1,1,100,within an hour,1,1
2859,Cozy Studio Apartment in Atlanta Home,72,20,23,36,2,1,1,1,1,1,4.89,379,4.8,5,5,4.9,5,4.9,5 days before check in,4,Atlanta,0,entire home,1,32,1,1,0,1,0,1,0,2011,379,1,1,100,within an hour,1,0
2860,🌟🌟🌟NEW LUXURY CONDO IN THE ♥️ OF DTWN ATL🌟🌟🌟,109,50,38,55,4,1,2,1,1,1,5,5,5,5,5,5,5,5,48 hours after booking,1,Atlanta,0,entire home,1,55,1,0,0,1,1,1,2,2019,5,1,0,100,within an hour,1,0
2861,Condo in the heart of Buckhead with King Bed,95,85,39,56,4,2,2,2,1,0,4.89,99,4.9,4.9,5,5,5,4.8,1 day before check in,5,Atlanta,0,entire home,1,28,1,1,0,1,0,0,0,2019,288,1,0,100,within an hour,1,0
2862,Chromatic Illustrious Central Buckhead Tower Giant,272,90,90,117,5,2,2,2,1,1,4.38,134,4.5,4.5,4.6,4.9,4.2,4.4,5 days before check in,4,Atlanta,0,entire home,1,41,1,1,0,1,1,1,0,2015,995,1,0,100,within an hour,1,0
2863,Private Neighborhood Suite close to Downtown/GWCC,98,19,30,46,2,1,1,1,1,1,4.86,198,4.8,4.9,5,4.9,5,4.9,1 day before check in,5,Atlanta,0,entire home,1,31,1,1,0,0,1,1,0,2014,198,1,1,100,within an hour,1,2
2864,Downtown Atlanta luxury 1 bdrm,67,56.67,37,42.75,4,1,2,1,0,0,4.25,8,4.8,5,4,5,4.1,5,no free cancel,0,Atlanta,0,entire home,1,28,1,1,0,1,0,1,0,2020,40,1,0,100,within an hour,1,1
2865,Lay In Luxury “Suite Style Apartment” Downtown ATL,90,60,34,51,3,1,1,1,0,1,4.28,68,4.3,4.4,4.3,4.4,4.4,4.2,no free cancel,0,Atlanta,0,entire home,1,33,0,1,0,1,0,0,0,2018,128,1,0,79,within an hour,1,0
2866,Grant Park Garden Apartment,85,20,27,42,2,1,1,1,0,0,4.85,402,4.8,4.9,5,5,5,4.9,no free cancel,0,Atlanta,0,entire home,1,22,1,1,0,1,0,1,0,2013,402,1,1,100,within an hour,1,1
2867,Cozy Cabbagetown Hideaway,84,33,28,44,2,1,1,1,1,1,4.92,111,4.9,4.9,4.9,5,5,4.8,48 hours after booking,1,Atlanta,0,entire home,1,28,0,1,0,0,0,1,0,2014,111,1,1,99,,1,0
2868,Condo Excellent Location,55,20,18,31,3,1,2,1,0,1,4.62,257,4.6,4.8,4.9,4.7,4.8,4.7,no free cancel,0,Atlanta,0,entire home,1,35,1,1,0,1,0,1,0,2015,257,1,0,85,within an hour,1,1
2869,West Midtown Chic Loft,104,100,43,62,3,1,1,1,1,0,4.87,38,4.9,4.8,4.9,4.8,4.5,4.8,1 day before check in,5,Atlanta,0,entire home,1,68,1,1,0,1,0,1,2,2019,306,1,1,98,within an hour,1,0
2870,**NEW Lovely High Rise CONDO w/ PARKING & VIEW,146,85,53,74,2,1,1,1,1,0,5,7,5,5,5,5,5,5,48 hours after booking,1,Atlanta,0,entire home,1,60,1,0,0,1,0,1,0,2019,16,1,0,100,within an hour,1,0
2871,MY LITTLE CABBAGE,105,75,40,58,2,1,2,1,1,0,4.97,31,4.9,5,4.9,4.9,5,4.9,30 days before check in,2,Atlanta,0,entire home,1,44,0,1,0,1,0,1,0,2013,436,1,0,100,within an hour,1,0
2872,Boho-Chic Bungalow with Large Private Terrace,115,75,43,59,4,1,2,1,1,0,4.83,111,4.9,4.9,4.9,4.9,4.9,4.8,1 day before check in,5,Atlanta,0,entire home,1,16,1,0,0,0,1,1,0,2016,171,1,1,100,within an hour,1,0
2873,Urban Chic in the Heart of the City,96,85,39,57,2,1,1,1,0,1,4.81,223,4.7,4.9,5,4.8,4.9,4.8,no free cancel,0,Atlanta,0,entire home,1,33,0,0,0,1,0,1,0,2016,509,1,0,90,within an hour,1,0
2874,Stylish Luxury Buckhead Apartment w/ Free Parking,90,75,36,53,2,1,1,1,1,0,4.91,22,5,5,5,5,4.8,5,1 day before check in,5,Atlanta,0,entire home,1,21,1,0,0,1,0,1,0,2018,22,0,1,80,within a day,3,0
2875,Private Basement • Westside Park • Downtown,69,43.75,31.67,29.38,2,1,1,1,1,0,4.96,25,5,5,5,4.5,5,4.9,5 days before check in,4,Atlanta,0,entire home,1,39,1,1,0,0,1,1,0,2015,25,1,1,100,within an hour,1,0
2876,"Midtown Historic Designer Apartment, Aiden",181,68.17,53.33,49.75,4,2,2,2,1,0,4.9,208,4.9,4.9,4.9,4.9,4.9,4.8,1 day before check in,5,Atlanta,0,entire home,1,25,1,0,1,1,1,1,0,2013,261,1,1,99,,1,0
2877,The Canopy @ Beltline Eastside Trail,145,115,57,78,2,1,1,1,1,1,4.97,33,5,5,5,5,5,4.7,48 hours after booking,1,Atlanta,0,entire home,1,27,1,1,0,1,1,1,0,2015,549,1,1,100,within an hour,1,0
2878,Mercedes Benz next door .5mi to Downtown!,100,0,28,44,7,2,2,2,0,1,4.58,12,4.2,4.8,4.9,4.9,5,4.7,no free cancel,0,Atlanta,0,entire home,1,33,1,1,0,1,0,1,0,2015,460,1,0,100,within an hour,1,0
2879,Exquisite 1 Bedroom Condo in Buckhead.,150,150,64,86,4,1,2,1,1,0,4.97,7,4.8,4.9,4.9,4.9,4.9,4.8,1 day before check in,5,Atlanta,0,entire home,1,47,0,0,1,1,0,1,1,2018,2,1,0,100,within an hour,1,1
2880,Atl Luxury High Rise I City View + Private Balcony,180,100,65,88,3,1,1,1,1,0,5,35,5,5,5,5,5,4.9,14 days before check in,3,Atlanta,0,entire home,1,35,0,0,0,1,0,0,1,2016,41,1,1,94,within an hour,1,0
2881,Renovated Carriage House Apartment in Inman Park,135,50,45,64,2,1,1,1,1,1,4.96,54,5,5,5,5,5,4.9,1 day before check in,5,Atlanta,0,entire home,1,32,1,1,0,1,0,1,0,2020,54,1,1,100,within an hour,1,0
2882,Cozy Studio | Midtown,63,55,26,41,2,1,1,1,0,1,4.36,77,4.3,4.6,4.7,4.9,4.8,4.5,no free cancel,0,Atlanta,0,entire home,1,26,0,1,1,1,0,1,0,2020,291,1,0,98,within an hour,1,0
2883,"Private Apt#3 in Grand 1908 House,Candler Park L5P",80,40,28,44,5,1,3,1,0,1,4.36,180,4.4,4.5,4.6,4.8,4.7,4.4,no free cancel,0,Atlanta,0,entire home,1,45,1,1,1,1,1,1,0,2013,2164,1,0,100,within an hour,1,1
2884,**Ask for Thanksgiving Special** MidTown ATL,120,40,39,57,2,1,1,1,1,1,4.95,13,4.8,4.9,4.9,4.9,4.9,4.8,48 hours after booking,1,Atlanta,0,entire home,1,48,1,0,1,1,1,1,0,2021,2,1,0,100,within an hour,1,0
2885,Luxurious 1BR Apt near Atlantic Station,124,25,39,56,4,1,1,1,1,0,4.77,141,4.8,4.8,4.8,4.9,4.9,4.7,1 day before check in,5,Atlanta,0,entire home,1,34,1,1,0,1,1,1,0,2019,2647,1,0,99,within an hour,1,0
2886,Luxury Downtown Apartment,102,90,41,60,3,1,2,1,1,0,4.8,5,5,4.8,5,4.8,5,4.8,1 day before check in,5,Atlanta,0,entire home,1,49,1,0,0,1,1,1,2,2018,5,1,0,100,within an hour,1,0
2887,Cozy Heart of Buckhead Loft,94,93.5,43.33,64.62,2,1,1,1,1,1,4.93,29,4.9,4.9,5,4.9,5,5,no free cancel,0,Atlanta,0,entire home,1,51,1,0,0,1,0,0,0,2018,86,1,1,100,within an hour,1,0
2888,Pristine City Oasis | 1BR | ATL Midtown,91,75,36,53,2,1,1,1,1,1,4.8,61,4.9,4.9,5,4.9,4.8,4.8,48 hours after booking,1,Atlanta,0,entire home,1,42,0,0,1,1,0,1,0,2020,203,1,1,100,within an hour,1,0
2889,LUXURIOUS 1 BEDROOM/LED SMART HOME/FREE PARKING,104,126.25,50,59.62,3,1,1,1,1,1,4.94,36,4.9,5,4.9,5,4.9,5,no free cancel,0,Atlanta,0,entire home,1,56,1,0,0,1,0,1,0,2021,36,1,1,100,within an hour,1,0
2890,Midnight Getaway in Buckhead/Midtown,135,45,44,63,4,1,1,1,1,0,4.91,100,4.9,4.9,4.9,4.9,4.9,4.8,30 days before check in,2,Atlanta,0,entire home,1,35,1,0,0,1,1,0,1,2021,2,1,0,100,within an hour,1,0
2891,❤ of Midtown-2 blocks from Piedmont Park,163,85,58,79,4,1,2,1,1,1,4.92,13,5,4.9,5,5,5,4.8,5 days before check in,4,Atlanta,0,entire home,1,45,1,1,0,1,1,0,0,2016,13,1,0,100,within an hour,1,0
2892,Buckhead Luxury Apt - KING BED - Great Location,160,70,55,76,2,1,1,1,1,0,5,14,5,5,5,5,4.9,4.9,1 day before check in,5,Atlanta,0,entire home,1,44,1,0,0,1,0,1,1,2021,14,1,1,100,within an hour,1,0
2893,Prime Vacay on Peachtree,94,32,31,47,3,1,1,1,1,0,4.88,17,4.8,5,4.9,5,4.6,4.8,1 day before check in,5,Atlanta,0,entire home,1,17,1,0,0,1,0,1,1,2016,278,1,0,100,within an hour,1,0
2894,MIDTOWN CONDO WITH BEAUTIFUL CITY VIEW & BALCONY!,104,35,34,51,4,1,2,1,1,0,4.77,22,5,4.9,4.8,5,4.7,4.9,5 days before check in,4,Atlanta,0,entire home,1,48,0,0,0,1,0,1,1,2021,22,1,0,100,within an hour,1,0
2895,Vintage Loft Downtown ATL ❤️ Near Benz stadium,108,66.83,39.67,52.88,4,1,3,1,1,1,4.74,290,4.7,4.9,4.9,4.7,4.7,4.7,no free cancel,0,Atlanta,0,entire home,1,35,0,0,0,1,1,1,0,2015,732,1,0,100,within an hour,1,0
2896,Explore Downtown Decatur from a Charming Guest House,114,45,39,54,2,1,1,1,1,0,4.91,130,4.9,4.9,4.9,4.9,4.9,4.8,5 days before check in,4,Atlanta,0,entire home,1,15,1,0,0,1,1,1,0,2015,149,1,1,100,within an hour,1,0
2897,*NEW* Downtown ATL Condo 2B/1B + 1 Free Parking!,159,75,55,76,4,2,3,1,1,1,5,4,5,5,5,5,5,5,1 day before check in,5,Atlanta,0,entire home,1,25,1,1,0,1,1,1,0,2021,60,1,1,100,within an hour,1,1
2898,The Peach Zone/ Downtown Atlanta,90,67.42,52,51.25,4,1,3,1,1,1,4.81,32,4.8,4.9,4.8,4.9,4.9,4.8,no free cancel,0,Atlanta,0,entire home,1,31,1,0,0,1,0,1,0,2021,50,1,1,100,within an hour,1,0
2899,MIDTOWN Low Price! Private Room w Bath & Balcony,74,30,25,40,2,1,1,1,1,1,4.94,179,5,5,5,5,5,4.9,48 hours after booking,1,Atlanta,0,room,2,35,0,0,0,1,1,1,0,2016,539,1,1,100,within an hour,1,0
2900,Carriage House Studio! w/FREE parking!,145,35,46,65,3,1,1,1,1,1,4.9,530,4.9,5,5,5,4.9,4.9,5 days before check in,4,Atlanta,0,entire home,1,37,0,1,0,0,1,1,1,2014,2058,1,1,100,within an hour,1,1
2901,The Botanical Hideout,83,65,33,49,4,1,1,1,0,0,4.59,68,4.6,4.8,4.9,4.8,4.8,4.7,no free cancel,0,Atlanta,0,entire home,1,23,1,1,1,1,0,1,0,2020,68,1,0,100,within an hour,1,0
2902,Boho Bungalow steps from Beltline & Inman Park,298,80,95,124,6,2,3,2,1,1,5,9,4.9,5,4.9,5,5,4.9,5 days before check in,4,Atlanta,0,entire home,1,62,1,1,0,1,1,1,0,2017,9,1,0,100,within an hour,1,0
2903,12N- Modern condo in Downtown across Hyatt Regency,110,65,40,58,2,1,1,1,1,1,4.75,111,4.8,4.9,5,4.9,4.9,4.8,48 hours after booking,1,Atlanta,0,entire home,1,32,0,1,0,1,0,1,0,2019,0,1,0,99,,1,0
2904,Boho Chic Peachtree Loft,85,100,38,55,2,1,2,1,1,0,4.83,23,4.8,5,5,4.8,4.9,4.9,1 day before check in,5,Atlanta,0,entire home,1,59,1,0,1,1,0,0,2,2019,306,1,1,98,within an hour,1,0
2905,The Modern Bungalow,89,85,37,54,3,1,1,1,0,0,4.73,70,4.7,4.8,4.9,4.8,4.6,4.6,no free cancel,0,Atlanta,0,entire home,1,22,1,0,0,1,0,1,0,2020,117,1,0,100,within an hour,1,0
2906,Paradise Guesthouse in the Forest w/ Hot Tub & Fire Pit,97,65,36,51,3,1,1,1,1,0,4.81,252,4.9,4.9,4.9,4.9,4.9,4.8,30 days before check in,2,Atlanta,0,entire home,1,18,1,0,0,1,1,1,0,2014,1786,1,1,100,within an hour,1,0
2907,Urban Hideout,174,60,58,79,2,1,1,2,0,1,4.83,349,4.8,5,4.9,4.9,4.9,4.8,no free cancel,0,Atlanta,0,entire home,1,36,0,1,0,1,0,1,0,2015,400,1,0,100,within an hour,1,0
2908,Atlanta Midtown Private Studio,91,79.17,46,57,2,1,1,1,1,1,4.92,267,5,5,5,5,5,4.9,5 days before check in,4,Atlanta,0,entire home,1,38,1,1,0,0,1,1,0,2014,511,1,1,100,within an hour,1,0
2909,Contemporary 1BR Apt w/ Balcony + Downtown Views,132,25,41,59,4,1,1,1,1,0,4.82,233,4.9,4.9,4.9,4.9,4.8,4.8,1 day before check in,5,Atlanta,0,entire home,1,34,1,1,0,1,1,1,0,2019,2647,1,0,99,within an hour,1,0
2910,✨ ** CAPTIVATING & RELAXING ** ✨,108,87,43,61,4,1,2,1,1,1,5,8,4.9,5,5,5,5,5,48 hours after booking,1,Atlanta,0,entire home,1,46,0,1,0,1,1,0,1,2019,8,1,0,100,within an hour,1,0
2911,Reynoldstown - Private Luxury Bed and Bathroom,70,25,23,38,2,1,1,1,0,0,5,4,5,5,5,5,5,5,no free cancel,0,Atlanta,0,room,2,50,0,0,0,1,0,0,0,2021,4,1,0,100,within an hour,1,0
2912,Sweet Auburn ATL Sanctuary,104,75,40,58,8,2,3,2,1,1,4.86,169,4.9,5,5,4.8,4.9,4.9,48 hours after booking,1,Atlanta,0,entire home,1,46,1,1,1,1,1,1,1,2019,169,1,1,100,within an hour,1,0
2913,"Cozy, Luxury & Spacious APT- Close to Everything!",130,65,46,65,4,1,1,1,1,1,4.91,11,4.9,5,5,5,4.8,4.9,48 hours after booking,1,Atlanta,0,entire home,1,50,1,0,0,1,1,1,1,2020,11,1,0,100,within an hour,1,0
2914,"Carriage House Studio w/FREE parking !"" Ponce""",125,68.08,44,48.62,2,1,1,1,1,1,4.9,617,4.9,4.9,5,5,5,4.9,no free cancel,0,Atlanta,0,entire home,1,35,0,1,0,0,1,1,1,2014,2058,1,1,100,within an hour,1,1
2915,"Relaxing Studio Midtown, Queen Beds, 24/7 Gym",179,120,67,91,2,1,1,1,1,0,5,3,5,5,5,5,5,5,48 hours after booking,1,Atlanta,0,entire home,1,42,1,0,0,1,0,0,2,2019,0,1,0,99,,1,0
2916,Mercedes Benz Stadium 2 bd 1 bath,75,50,28,44,5,2,2,1,1,1,4.56,16,4.6,4.7,4.7,4.8,4.6,4.7,48 hours after booking,1,Atlanta,0,entire home,1,39,1,0,0,1,0,0,0,2021,16,1,0,100,within an hour,1,0
2917,Charm and convenience in the heart of ATL!,115,80,44,62,5,2,3,1,1,1,5,11,5,5,5,5,5,4.9,30 days before check in,2,Atlanta,0,entire home,1,45,1,1,0,1,0,0,0,2014,12,1,0,90,within an hour,1,0
2918,"The Candy, 1/1 Sweet, Cozy, Design-Oriented Home",73,80,32,48,2,1,1,1,1,1,4.83,52,4.9,5,5,4.6,5,4.8,1 day before check in,5,Atlanta,0,entire home,1,34,1,1,0,1,0,1,0,2019,176,1,1,100,within an hour,1,0
2919,Live Love & Laugh in this classy downtown unit!,81,85,67.33,69.25,4,1,2,1,1,1,4.85,13,5,4.8,4.7,5,4.7,4.9,30 days before check in,2,Atlanta,0,entire home,1,44,1,1,0,1,1,1,0,2019,14,1,0,89,within an hour,1,0
2920,Midtown/Downtown/Buckhead Private Apartment (B),57,100,30,46,2,1,1,1,1,1,4.92,145,4.9,5,5,5,5,4.9,1 day before check in,5,Atlanta,0,entire home,1,25,1,1,0,0,1,1,0,2013,312,1,1,90,within an hour,1,0
2921,"Cheerful 2-BdRm 5 mins to airport, 15 to downtown",80,44.17,37,46.12,4,2,2,2,1,1,4.93,15,4.9,5,4.9,4.8,5,5,5 days before check in,4,Atlanta,0,entire home,1,16,1,0,0,1,0,1,0,2016,15,0,1,100,within an hour,1,0
2922,House Prime Downtown Location Grant Park Pets Ok,108,0,30,47,4,2,2,3,1,0,4.9,388,4.9,5,5,4.9,5,4.9,1 day before check in,5,Atlanta,0,entire home,1,33,1,0,1,1,0,1,0,2018,388,1,1,100,within an hour,1,0
2923,Beautiful space with AMAZING VIEWS in Midtown!,192,99,68,91,4,1,2,1,1,0,4.93,41,4.9,5,5,5,4.8,5,1 day before check in,5,Atlanta,0,entire home,1,30,1,0,1,1,0,1,2,2021,71,1,1,100,within an hour,1,0
2924,Quiet condo - Walking distance to everything!,68,70,29,45,2,1,1,1,0,1,4.59,127,4.6,4.7,4.9,4.9,4.8,4.7,no free cancel,0,Atlanta,0,entire home,1,31,1,0,0,1,0,0,0,2013,127,1,0,90,within an hour,1,0
2925,Milk & Honey | King Bed | Walk to Bars/Restaurants,140,100,54,74,4,1,1,1,1,0,5,9,5,4.9,5,5,5,5,48 hours after booking,1,Atlanta,0,entire home,1,55,0,0,0,1,0,1,0,2021,34,1,1,100,within an hour,1,0
2926,Atl luxury 1 bdrm HALFOFFCLEANING!! 5min from city,122,74.75,53.67,33.38,2,1,1,1,1,0,5,10,5,5,5,5,4.9,5,no free cancel,0,Atlanta,0,entire home,1,51,1,0,0,1,0,1,1,2016,10,1,0,100,within an hour,1,0
2927,***NEW HOLIDAY SPECIAL | Condo: PARKING & KING BED,189,92.92,44.33,83,5,2,2,2,1,0,4.96,14,4.8,4.9,4.9,4.9,4.9,4.8,no free cancel,0,Atlanta,0,entire home,1,65,1,1,0,1,0,1,0,2019,16,1,0,100,within an hour,1,0
2928,Inman Park/Little 5 Points/Belt line/Studio,70,40,25,40,2,1,1,1,0,1,4.59,85,4.6,4.8,4.8,4.9,4.8,4.7,no free cancel,0,Atlanta,0,entire home,1,28,1,1,0,1,0,1,0,2015,137,1,0,100,within an hour,1,0
2929,The Peachtree Loft,84,100,38,55,2,1,1,1,1,0,4.69,13,4.8,4.5,5,4.6,4.8,4.5,5 days before check in,4,Atlanta,0,entire home,1,55,1,0,0,1,0,0,2,2021,13,1,0,100,within an hour,1,0
2930,Modern Stylish Two-Floor Open Concept Duplex,100,75,39,49,6,2,3,2,1,0,4.82,118,4.8,5,5,5,4.9,4.9,48 hours after booking,1,Atlanta,0,entire home,1,31,1,1,1,1,1,1,0,2012,392,1,1,100,within an hour,1,0
2931,"Cute, Clean, Quiet, and Cozy Basement Unit",50,45,20,35,2,1,1,1,1,1,4.93,27,5,5,4.9,4.9,5,5,1 day before check in,5,Atlanta,0,entire home,1,31,1,1,0,0,1,1,0,2020,27,1,1,100,within an hour,1,0
2932,Atlanta Guest Suite | Close to Downtown & Airport,71,85,32,48,2,1,1,1,1,1,4.91,81,4.9,5,4.9,4.8,5,4.9,5 days before check in,4,Atlanta,0,entire home,1,28,1,1,0,1,1,1,0,2014,82,1,1,100,within an hour,1,0
2933,Walk to Decatur Square - Private Garden Apartment,119,65,43,58,4,1,2,1,1,1,4.91,324,4.9,5,5,5,5,4.9,5 days before check in,4,Atlanta,0,entire home,1,30,1,1,0,1,0,1,0,2015,382,1,1,100,within an hour,1,0
2934,BUCKHEAD LOFT - Less Then 8mins From Lenox Mall!,85,50,31,47,5,1,2,1,0,0,4.5,42,4.4,4.6,4.9,4.5,4.8,4.5,no free cancel,0,Atlanta,0,entire home,1,41,1,0,0,1,0,0,0,2020,42,1,0,96,within an hour,1,0
2935,Private guest suite w/ kitchenette & own entrance,65,60,27,42,2,1,1,1,1,1,4.92,36,4.9,5,5,4.9,5,4.9,5 days before check in,4,Atlanta,0,entire home,1,29,0,1,0,1,1,1,0,2014,36,1,1,100,within an hour,1,0
2936,Virginia Highlands Charmer,116,30,37,54,2,1,1,1,1,1,4.98,146,5,5,5,5,5,4.9,30 days before check in,2,Atlanta,0,entire home,1,55,0,1,0,1,0,1,0,2014,146,1,1,100,within an hour,1,0
2937,Cozy Apt in Buckhead Minutes From Lenox Mall,80,100,37,54,4,1,1,1,1,1,4.33,3,5,5,5,4.3,4.3,4.3,5 days before check in,4,Atlanta,0,entire home,1,48,1,0,1,1,0,1,1,2018,90,1,1,97,within an hour,1,0
2938,"Cozy, Convenient, Luxury Condominium in downtown.",138,64.17,39.67,40.75,4,2,2,2,1,0,4.92,26,5,5,5,5,4.7,4.9,no free cancel,0,Atlanta,0,entire home,1,43,1,0,0,1,1,0,0,2015,26,0,1,100,within an hour,1,0
2939,10th Floor City View 1BR Condo w/ Balcony,145,65,50,70,4,1,1,1,1,1,4.54,178,4.5,4.7,4.7,4.8,4.8,4.6,5 days before check in,4,Atlanta,0,entire home,1,37,0,1,0,1,0,1,0,2018,391,1,0,100,within an hour,1,0
2940,Bowie Bungalow Downtown,107,58.25,47.67,32.62,2,1,1,1,1,1,4.95,75,5,5,5,4.8,5,5,5 days before check in,4,Phoenix,30,entire home,1,57,1,1,0,1,1,0,0,2018,105,1,1,100,within an hour,1,0
2941,Midtown Private Casita -Guesthouse,76,59.33,32,33,2,1,1,1,1,1,4.93,46,5,5,5,4.9,5,4.9,5 days before check in,4,Phoenix,30,entire home,1,40,1,0,0,1,1,0,0,2019,46,1,1,100,within an hour,1,1
2942,The Dome on the Range with Sweeping Mountain Preserve Views,155,100,58,45,4,1,1,1,1,0,4.75,138,4.9,4.9,4.9,4.9,4.9,4.8,48 hours after booking,1,Phoenix,30,entire home,1,20,1,0,0,1,1,1,0,2015,325,1,1,100,within an hour,1,0
2943,Charming Spanish Colonial Revival Studio Apt #3,95,59.42,39,42.75,2,1,1,1,1,1,4.85,313,4.9,4.9,5,4.9,5,4.8,5 days before check in,4,Phoenix,30,entire home,1,31,0,1,0,1,0,0,0,2017,786,1,1,99,within an hour,1,0
2944,Charming Spanish Colonial Revival Studio Apt #4,95,35,32,25,2,1,1,1,1,1,4.89,275,4.9,5,5,4.9,5,4.8,5 days before check in,4,Phoenix,30,entire home,1,32,0,1,0,1,0,0,0,2017,786,1,1,99,within an hour,1,0
2945,Villa de Paz,245,74.42,44.33,33.5,4,1,1,1,1,1,4.97,65,5,4.9,5,5,5,4.9,5 days before check in,4,Phoenix,30,entire home,1,41,1,1,0,1,0,1,0,2017,65,1,1,100,within an hour,1,0
2946,Cozy Downtown Guest House,145,50,48,37,2,1,1,1,1,1,4.96,23,4.8,5,4.9,4.9,4.9,5,5 days before check in,4,Phoenix,30,entire home,1,25,1,1,0,1,0,0,0,2015,23,1,1,100,within an hour,1,0
2947,"Downtown Phoenix AZ, ""Lulu's Getaway""",115,50,40,31,2,1,1,1,1,1,4.96,498,5,5,5,4.9,5,4.9,5 days before check in,4,Phoenix,30,entire home,1,37,1,0,0,1,0,0,0,2014,498,1,1,100,within an hour,1,1
2948,Moreland House - Downtown Phoenix,96,0,27,21,2,1,1,1,1,0,4.94,71,5,5,5,4.8,5,5,1 day before check in,5,Phoenix,30,entire home,1,32,0,1,0,1,0,0,0,2016,71,0,1,100,within an hour,1,0
2949,Charming Guesthouse w/ Full Kitchen & Heated Pool,82,45,30,23,2,1,1,1,1,1,4.95,122,5,5,5,4.9,5,5,5 days before check in,4,Phoenix,30,entire home,1,46,0,1,0,1,1,1,0,2016,269,1,1,100,within an hour,1,0
2950,Downtown Phoenix guest house. Walk to everything.,80,65,47,31.38,2,1,2,1,1,1,4.96,108,5,5,5,4.9,5,4.9,5 days before check in,4,Phoenix,30,entire home,1,58,1,1,0,1,0,1,2,2014,108,1,1,100,within an hour,1,0
2951,Charming Coronado Casita near Downtown *Hottub&AC,81,35,28,22,2,1,1,1,1,1,4.91,118,4.8,5,4.9,4.8,4.9,4.9,48 hours after booking,1,Phoenix,30,entire home,1,36,1,1,0,1,0,0,0,2021,118,1,1,100,within an hour,1,0
